description,calories,protein,carbs,fat
"Soup, lentil, with meat with Egg salad sandwich on wheat and Black bean salad with Grilled cheese sandwich, cheddar cheese, on wheat bread",575.4,25.3,52.6,30.0
"BURGER KING, Chicken Strips with Chicken salad sandwich on wheat with Burrito, beef, cheese",672.4,39.5,49.5,35.0
"Turkey or chicken burger, on wheat bun with Club sandwich on white and Soup, tomato with Grilled cheese sandwich, American cheese, on white bread",638.0,46.6,59.0,24.1
"Fish, salmon, canned with Soup, chicken noodle, canned and Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread with Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",403.7,39.6,34.6,12.0
"Turkey, all classes, breast, meat and skin, raw with Chicken, meatless, breaded, fried and Bacon, lettuce, tomato sandwich on white",567.8,52.5,30.2,25.6
"Quesadilla, chicken with Roast beef sandwich on wheat with Macaroni or noodles with cheese, Easy Mac type",585.8,32.7,63.6,21.6
"Burrito bowl, chicken, with beans and rice with BURGER KING, Cheeseburger with Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",511.3,33.2,40.4,24.0
"Chickpea flour (besan) with Whopper (Burger King) and Spinach, raw with Cheeseburger (Burger King)",675.4,37.8,77.5,23.1
"Turkey, drumstick, roasted, skin not eaten with Pasta, vegetable, cooked",384.0,40.9,44.9,4.1
"Chicken salad sandwich on white with Chicken, meatless, breaded, fried",538.8,34.6,33.2,29.8
"Ham, ground with Chicken salad sandwich wrap and Soup, bean, canned with Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",420.9,32.7,21.3,22.4
"Soup, chicken noodle with Pasta, vegetable, cooked and Nachos, with beans with Tuna salad sandwich on wheat, with cheese",552.8,20.0,79.6,17.1
"WENDY'S, Ultimate Chicken Grill Sandwich with Turkey or chicken burger, on white bun and Taco or tostada salad, meatless",665.7,46.2,68.9,22.9
"Chicken wing, grilled with sauce with Italian sandwich or sub, restaurant and Soup, bean, canned, reduced sodium",491.8,31.8,24.1,29.2
"Soup, chicken noodle, canned, condensed with Quinoa, fat added with Cheeseburger (McDonalds)",422.7,15.6,53.2,16.5
Hamburger (Burger King) with Ham sandwich wrap and Taco or tostada salad with meat,700.5,35.2,68.0,31.6
"Fish, tuna, raw with Quinoa, fat added and Nachos, with beans",622.5,47.5,57.4,22.0
"Egg salad sandwich on white with Chicken fillet wrap sandwich, grilled, from fast food and Soup, tomato, canned",474.2,27.3,38.0,23.2
"Fajita, shrimp with Tuna salad sandwich on wheat, with cheese with Cheeseburger (McDonalds)",530.6,25.1,45.9,27.2
"Sushi roll tuna with Tuna salad sandwich on white and Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing with Cheeseburger (Burger King)",394.5,27.2,40.1,13.2
"Turkey, prepackaged or deli, luncheon meat with Pasta, cooked and Beef salad",697.0,48.9,49.4,32.2
"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Tuna salad sandwich on wheat, with cheese and Greek Salad, no dressing",428.4,22.9,28.2,25.1
"Soup, lentil, canned, reduced sodium with Salami sandwich on white and Spinach, creamed with Cheeseburger, NFS",399.7,19.4,34.7,20.2
"Sushi, topped with egg with Grilled cheese sandwich, NFS and Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing with ON THE BORDER, cheese quesadilla",558.9,32.8,40.8,29.3
Chicken or turkey salad with egg with Flavored pasta and Kidney beans with meat,549.6,29.1,36.9,32.1
"Turkey or chicken burger, on wheat bun with BURGER KING, Cheeseburger",581.3,43.2,48.1,24.1
"Fajita, chicken with Pasta, cooked and Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",546.0,35.0,65.2,15.7
"Burrito bowl, chicken, with rice with Quinoa, fat added with Grilled cheese sandwich, American cheese, on wheat bread",528.4,26.0,56.7,21.6
"Soup, chicken noodle, canned with Grilled cheese sandwich, cheddar cheese, on wheat bread",388.9,16.3,30.6,22.5
"Quesadilla, egg with Burrito bowl, chicken, with rice",463.7,28.3,39.8,20.5
"Pastrami, turkey with McDONALD'S, Cheeseburger with Macaroni or pasta salad with cheese",455.4,33.6,32.5,21.1
"Chicken or turkey with teriyaki with Meatball sandwich or sub and Soup, tomato, canned",366.9,38.1,24.9,12.8
"Egg, whole, boiled or poached with Flavored pasta and Tuna salad sandwich on white, with cheese with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",576.3,29.5,47.3,30.0
"Chicken fillet wrap sandwich, fried, from fast food with Quinoa, no added fat",540.6,22.1,58.2,24.3
"Tuna salad with cheese with Chicken fillet wrap sandwich, grilled, from fast food and Chicken salad spread",632.9,40.2,24.2,41.1
"Nachos, chicken with Salami sandwich on white and Burrito bowl, chicken, with beans and rice with Macaroni or pasta salad with cheese",692.2,36.8,55.7,35.7
"Chicken tenders or strips, breaded, from restaurant with Meatloaf sandwich",449.8,28.3,36.7,21.2
"Black bean salad with Chicken salad sandwich on wheat and Fish, tuna salad with Tuna salad sandwich on wheat, with cheese",604.0,39.0,42.1,31.1
"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Cuban sandwich and Burrito bowl, beef or pork, with beans and rice with Grilled cheese sandwich, American cheese, on wheat bread",627.6,44.5,37.8,32.6
"Sushi, topped with egg with Black beans and brown rice",371.7,17.1,47.1,12.8
"Tuna salad sandwich on white, with cheese with Soup, chicken noodle, canned and Macaroni or pasta salad with cheese",703.3,28.1,60.6,38.6
"Ramen bowl with chicken with Steak sandwich or sub on wheat and Soup, tomato with BURGER KING, Cheeseburger",501.9,32.2,51.4,18.2
"Pastrami, turkey with Quinoa, cooked and Kidney beans, NFS",527.0,37.1,53.6,17.8
Tuna salad sandwich on wheat with Gyro sandwich,401.1,21.2,34.8,19.5
"Sushi roll, salmon with Turkey and ham sandwich on white and Crab salad",489.3,31.0,41.3,21.4
"Turkey, retail parts, breast, meat and skin, raw with Chicken, meatless, breaded, fried and Crab salad made with imitation crab",727.5,52.7,22.3,47.6
"Chickpeas, from canned, reduced sodium with Reuben sandwich and Soup, bean, canned",501.9,19.6,45.9,27.4
"Chicken or turkey with teriyaki with Chicken fillet sandwich, NFS and Black beans, NFS with Cobb salad, no dressing",543.7,45.2,40.0,22.7
Chicken or turkey with teriyaki with Fish wrap sandwich,365.0,40.4,16.6,15.2
"Soup, chicken noodle with Gyro sandwich and Burrito bowl, chicken, with beans with Nachos, cheese only",437.7,28.1,39.7,18.4
"Turkey with gravy with Hamburger, NFS",455.1,42.0,24.4,19.6
"Egg, whole, cooked, hard-boiled with Tuna salad sandwich on wheat and Black beans and brown rice",466.0,26.3,35.8,23.8
"Ham sandwich wrap with Macaroni or pasta salad with egg and Spinach, creamed",598.6,21.2,58.1,30.8
"Shrimp, grilled with Macaroni or pasta salad with cheese and Black bean salad",614.1,30.6,52.2,31.2
"Fish, tuna, canned with Macaroni or pasta salad with meat with Greek Salad, no dressing",458.7,35.0,35.7,19.2
"Chicken wing, grilled with sauce with Sushi roll, salmon",462.0,34.0,29.0,22.2
"BURGER KING, Chicken Strips with Sushi roll, shrimp and Black beans, NFS",588.2,34.7,60.7,22.7
"Veggie burger patty, no bun with Hamburger (Burger King) with Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",523.5,36.2,48.2,20.3
"Fish, tuna, canned with Reuben sandwich and Black beans and brown rice with Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",441.6,39.3,30.1,18.2
"Fish, tuna, raw with Chicken fillet wrap sandwich, grilled, from fast food and Lobster salad",659.6,61.5,14.8,37.6
"Lomi salmon with WENDY'S, Ultimate Chicken Grill Sandwich and Egg salad sandwich on white with Cheese, processed cheese food",644.9,38.6,42.1,35.6
Ham sandwich wrap with Turkey sandwich on white and Egg salad sandwich on wheat with Macaroni or pasta salad with cheese,723.0,35.0,64.6,35.4
"Soup, chicken noodle, canned with Egg salad sandwich on white and Beans, liquid from stewed kidney beans with Club sandwich on wheat, with cheese",421.1,19.6,32.0,23.6
Turkey and ham sandwich on white with Club sandwich on white,366.3,26.4,41.5,10.2
"Hamburger (Burger King) with Rice, fried, with chicken",488.2,23.0,65.6,14.5
"Turkey or chicken burger, on white bun with Ham sandwich or sub, restaurant",441.7,36.6,43.6,13.1
"Taco or tostada salad with chicken with Grilled cheese sandwich, American cheese, on white bread and Kidney beans and brown rice",545.9,20.9,54.1,27.7
"Chicken salad spread with Veggie burger patty, no bun and Macaroni or pasta salad with egg",685.2,35.1,50.4,37.6
"Black bean sauce with Club sandwich on white, with cheese with Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",356.9,19.6,33.0,16.4
"Soup, lentil, with meat with Pizza rolls and Burrito bowl, chicken, with beans and rice with Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",547.7,30.2,65.5,18.3
"Enchilada, chicken with Soup, chicken noodle, canned and Burrito bowl, with beans",416.7,24.0,43.2,17.0
"Egg, whole, boiled or poached with Reuben sandwich",418.9,22.2,17.1,29.0
"Turkey, dark meat, roasted, skin eaten with Roll, multigrain",533.5,40.1,53.6,18.2
"Sushi roll tuna with Rice, fried, with pork and Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Greek Salad, no dressing",702.8,37.8,84.1,22.8
"Sushi, topped with tuna with Hamburger (Burger King) and Macaroni or pasta salad with meat",651.9,33.5,68.7,25.8
"Egg salad sandwich on wheat with Veggie burger, on bun, with cheese and Spinach salad, no dressing with Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",665.2,38.0,48.8,34.5
"Fajita, chicken with Chicken tenders or strips, breaded, from restaurant and Soup, bean, with meat with ON THE BORDER, cheese quesadilla",690.5,41.1,54.2,34.4
"Chicken breast, rotisserie, skin not eaten with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing and Black beans and brown rice with Nachos, cheese only",493.2,42.1,39.6,18.9
"Fish, salmon, canned with Chicken fillet wrap sandwich, fried, from fast food and Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",587.8,55.7,27.2,28.5
"Burrito bowl, chicken, with rice with Grilled cheese sandwich, American cheese, on wheat bread",533.4,28.3,44.0,26.7
"WENDY'S, Ultimate Chicken Grill Sandwich with Cheeseburger (Burger King)",513.1,34.8,50.1,19.0
"Chicken wing, grilled without sauce with Tuna salad sandwich on wheat and Greek Salad, no dressing with Nachos, cheese only",590.2,38.3,25.8,36.5
"Turkey or chicken burger, on white bun with Turkey and ham sandwich on wheat and Spinach salad, no dressing",482.7,40.6,40.6,17.0
"Turkey, drumstick, roasted, skin eaten with McDONALD'S, Cheeseburger and Nachos, with beans",675.6,52.8,41.6,33.3
"Ham sandwich wrap with Hamburger (McDonalds) and Spinach salad, no dressing",491.6,30.3,42.1,22.1
"Soup, chicken noodle, canned, condensed with Roll, white, hoagie, submarine",415.5,15.5,71.3,7.0
"Turkey, prepackaged or deli, luncheon meat, reduced sodium with Steak sandwich or sub on wheat and Kidney beans, NFS with Grilled cheese sandwich, cheddar cheese, on wheat bread",629.1,48.6,51.1,25.0
"Fish, tuna, raw with Sushi roll, California and Burrito bowl, chicken, with beans and rice with Spinach salad, no dressing",401.9,48.1,33.0,7.0
"Turkey, prepackaged or deli, luncheon meat, reduced sodium with Reuben sandwich and Spinach, creamed with Tuna salad sandwich on white, with cheese",534.4,34.3,27.7,31.0
"Sushi roll, shrimp with Rice, fried, with pork with Tuna salad with cheese",481.2,24.6,67.0,11.7
Roast beef sandwich on wheat with Cheeseburger (Burger King),404.6,24.6,40.6,15.4
"Chicken fillet sandwich, fried, on wheat bun with Bread, pita, white, enriched and Soup, bean, canned, reduced sodium",521.9,23.2,71.7,15.5
"Burrito bowl, chicken, with beans with Burrito bowl, beef or pork, with rice and Burrito bowl, chicken, with beans with Grilled cheese sandwich, cheddar cheese, on white bread",629.9,48.1,42.1,29.2
"Chicken fillet wrap sandwich, grilled, from fast food with Roast beef sandwich on wheat and Spinach souffle",662.2,48.0,53.3,27.6
"Burrito bowl, chicken, with beans with Pasta, cooked and Black beans, NFS with Peanuts, boiled",607.0,33.3,80.5,16.9
"BURGER KING, Chicken Strips with Club sandwich on wheat, with cheese and Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",712.8,49.5,52.1,34.3
"Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties) with Hamburger (McDonalds) with Grilled cheese sandwich, cheddar cheese, on wheat bread",599.6,27.8,74.0,21.5
"Chicken fillet, grilled with Roll, white, hoagie, submarine",448.1,35.8,51.3,10.6
"Chicken fillet wrap sandwich, grilled, from fast food with Ham sandwich wrap and Black beans and brown rice with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",695.5,46.0,63.7,27.7
"Ham sandwich wrap with Egg salad sandwich on white and Beans, liquid from stewed kidney beans with Grilled cheese sandwich, cheddar cheese, on white bread",555.1,24.5,42.1,31.8
"Taco or tostada salad with chicken with Reuben sandwich and Kale, raw with Tuna salad sandwich on wheat, with cheese",615.5,27.6,48.3,35.8
"Tuna salad sandwich on white, with cheese with Soup, chicken noodle, canned and Caesar salad, with romaine, no dressing with Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",452.1,24.3,39.8,21.8
"Burrito bowl, chicken, with beans with Bread, pita and Greek Salad, no dressing",483.6,31.0,60.0,13.0
"Soup, lentil, canned, reduced sodium with Rice, fried, with pork and Soup, tomato, canned",353.0,14.8,57.8,7.1
"WENDY'S, Ultimate Chicken Grill Sandwich with Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties) and Crab salad made with imitation crab",647.3,30.7,66.4,29.0
"Turkey with gravy with Chicken salad sandwich wrap and Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",635.2,62.5,24.1,31.2
"Burrito bowl, chicken with Grilled cheese sandwich, American cheese, on wheat bread",543.4,40.3,25.1,31.0
"Tuna salad sandwich on wheat, with cheese with Chicken, meatless, breaded, fried and Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",659.7,48.2,38.7,35.1
"Chicken tenders or strips, NFS with Tuna salad sandwich on wheat, with cheese and Soup, bean, with meat with Greek Salad, no dressing",612.9,38.6,45.5,30.9
"Soup, lentil, canned, reduced sodium with Hamburger (McDonalds) and Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",428.1,31.1,47.1,12.7
"Fish, salmon, canned with Kidney beans and white rice with Cheese, processed cheese food",470.5,44.3,36.2,16.5
"Chicken, meatless, breaded, fried with Hamburger slider with Spinach salad, no dressing",581.3,44.8,29.7,30.9
"Chicken salad sandwich on wheat with Bread, pita, white, unenriched and Greek Salad, no dressing",664.8,30.7,82.3,23.3
"Black beans and brown rice with Hamburger, NFS and Burrito bowl, chicken, with beans and rice with Egg, whole, boiled or poached",736.4,46.5,63.8,32.0
"Chicken salad sandwich on wheat with Macaroni or pasta salad with chicken with Peanuts, boiled",599.0,26.8,49.2,33.1
Taco or tostada salad with chicken and sour cream with Kidney beans and white rice,457.4,18.3,54.2,18.8
"Turkey sandwich on white with Soup, chicken noodle and Macaroni or pasta salad with meat with Peanuts, boiled",725.7,35.1,80.0,29.2
"Fish, tuna, canned with Bread, pita, white, unenriched and Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",455.7,48.6,43.2,9.4
"Hamburger (Burger King) with Chicken salad sandwich on white and Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread",604.2,30.9,62.1,25.5
"Soup, miso or tofu with Turkey and ham sandwich on wheat and Taco or tostada salad, meatless with Macaroni or noodles with cheese, Easy Mac type",367.1,19.0,44.2,13.0
"Veggie burger patty, no bun with Club sandwich on wheat, with cheese and Spinach salad, no dressing with Grilled cheese sandwich, cheddar cheese, on wheat bread",593.8,42.1,38.9,29.5
"Chicken fillet wrap sandwich, fried, from fast food with Black beans and brown rice with Egg, whole, boiled or poached",583.4,24.9,61.2,26.8
"Hamburger, NFS with Tuna salad sandwich on white, with cheese",391.2,21.7,28.2,20.7
"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Whopper (Burger King)",362.4,18.9,24.5,21.0
"Lomi salmon with Whopper (Burger King) with Cheese, processed cheese food",372.4,24.7,23.8,19.8
"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Chicken fillet sandwich, fried, on wheat bun and Tuna salad sandwich wrap",649.8,31.4,49.4,36.2
"Soup, lentil, canned, reduced sodium with Roll, multigrain and Chicken or turkey salad with egg with Peanuts, boiled",705.1,33.3,72.7,33.1
"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Rice, fried, with pork with Burrito, cheese only",533.1,24.7,59.0,21.6
"Turkey, drumstick, roasted, skin eaten with Steak sandwich or sub on wheat and Black bean salad",535.5,46.4,36.0,22.7
"Fish, tuna, cooked with Turkey and ham sandwich on wheat and Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Cheeseburger (Burger King)",657.4,69.1,33.5,25.9
"Chickpeas, from canned, no added fat with Tuna salad sandwich on wheat and Spinach souffle with Cheeseburger, NFS",516.2,26.7,45.7,25.7
"Tuna salad sandwich wrap with Tuna salad sandwich wrap and Kale, raw with Macaroni or pasta salad with cheese",604.9,26.4,45.3,36.0
"Chickpea flour (besan) with Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties) with Veggie burger, on bun, with cheese",586.8,31.8,89.2,10.8
"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Turkey and ham sandwich on white and Beans, liquid from stewed kidney beans with Club sandwich on white, with cheese",408.9,32.8,30.8,17.0
"Black beans, NFS with Sushi roll, vegetable and Cobb salad, no dressing",408.4,26.4,43.5,14.8
"Burrito bowl, chicken with Hamburger (McDonalds) and Soup, bean, with meat with Cheeseburger (Burger King)",634.2,47.6,50.2,26.6
"Chicken, meatless, breaded, fried with Kidney beans and brown rice with Peanuts, boiled",566.2,38.8,44.3,26.6
"Chicken wing, grilled with sauce with Vegetable sandwich wrap with Egg, whole, boiled or poached",478.7,30.3,27.6,26.7
"Shrimp with lobster sauce with Hamburger (McDonalds) and Spinach, creamed with Burrito, chicken, cheese",598.9,37.8,49.9,26.9
"Chicken fillet, grilled with Meatball sandwich or sub and Black beans and brown rice with Egg, whole, boiled or poached",540.4,44.3,45.9,19.9
"Chicken fillet wrap sandwich, grilled, from fast food with Hamburger slider with Club sandwich on white, with cheese",656.0,47.8,46.1,29.7
"Hamburger (McDonalds) with Soup, chicken noodle and Pea salad with Cheeseburger (Burger King)",630.6,24.4,54.2,35.1
"Fish, salmon, grilled with Sushi roll, vegetable with Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",437.2,37.9,16.2,23.3
"Fish, tuna, cooked with Turkey sandwich on wheat and Beans, liquid from stewed kidney beans with Caesar salad, with romaine, no dressing",396.8,47.9,21.2,12.1
"Turkey, light meat, roasted, skin eaten with Cheeseburger (Burger King) and Beans, liquid from stewed kidney beans",627.2,60.6,32.4,26.9
Ham croquette with Cuban sandwich and Crab salad made with imitation crab,628.5,31.2,24.3,44.6
"Lentil curry with Bacon, lettuce, tomato sandwich on white and Soup, bean, with meat with Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",371.8,17.8,43.6,14.6
"Burrito bowl, chicken, with beans and rice with Pasta, cooked and Tuna salad sandwich on wheat, with cheese",726.3,39.9,81.7,25.9
"Tuna salad sandwich on wheat, with cheese with Cuban sandwich and Soup, tomato, canned",537.9,29.6,41.2,28.2
"Turkey and ham sandwich on white with Bacon, lettuce, tomato sandwich on white and Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",449.4,34.0,53.1,10.7
"Veggie burger, on bun with Bread, pita, white, unenriched and Kidney beans and white rice with Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",593.5,26.5,97.4,10.2
"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing with Bacon, lettuce, tomato sandwich on white and Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",469.2,37.5,36.3,19.8
"Chicken breast, grilled with sauce, skin eaten with Club sandwich on white and Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing with Veggie burger, on bun, with cheese",657.3,62.9,44.9,24.1
"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing with Grilled cheese sandwich, NFS with Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",465.4,26.1,36.3,24.4
"Ham stroganoff with Burrito bowl, beef or pork, with beans and rice and Burrito bowl, beef or pork, with beans and rice",568.1,39.7,32.4,30.4
Turkey and ham sandwich on white with Salami sandwich on white and Lobster salad,736.2,43.1,45.1,41.7
"Chickpeas, from canned, reduced sodium with Roast beef sandwich on wheat and Tuna salad with cheese",572.2,31.0,43.7,30.9
Shrimp cocktail with Steak sandwich or sub on wheat and Tuna salad sandwich on wheat,555.7,40.8,47.3,22.0
Macaroni or pasta salad with shrimp with Turkey sandwich on white and Kidney beans with meat,489.6,24.0,55.7,18.9
"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing with Chicken tenders or strips, breaded, from restaurant and Kidney beans with meat with ON THE BORDER, cheese quesadilla",528.7,36.2,38.6,25.9
"Turkey, drumstick, roasted, skin not eaten with Bread, pita and Cobb salad, no dressing with McDONALD'S, Cheeseburger",581.4,66.8,46.1,14.6
"Tuna salad sandwich on white with Burrito bowl, beef or pork, with beans and rice with Cobb salad, no dressing",551.4,33.0,40.0,28.6
"Chicken fillet sandwich, NFS with Vegetable sandwich wrap",423.5,17.1,44.8,19.4
"Turkey ham, prepackaged or deli, luncheon meat with Ham sandwich wrap and Macaroni or pasta salad with shrimp",725.6,45.2,61.2,32.1
"Turkey ham, prepackaged or deli, luncheon meat with Kidney beans and brown rice with Peanuts, boiled",485.2,32.0,48.9,18.3
"Chickpeas, NFS with Hamburger (McDonalds)",570.8,26.0,66.2,23.0
"Egg, whole, cooked, hard-boiled with Grilled cheese sandwich, cheddar cheese, on wheat bread and Kidney beans, NFS",613.5,32.4,39.1,36.1
"Chicken, fried, with potatoes, vegetable, frozen meal with Hamburger (Burger King) and Burrito bowl, with beans with Cheese, processed cheese food",652.0,38.4,58.1,29.5
"Ham sandwich wrap with Reuben sandwich and Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing with Egg, whole, cooked, hard-boiled",480.6,33.1,31.6,24.5
"Turkey, prepackaged or deli, luncheon meat, reduced sodium with Hamburger, NFS with Grilled cheese sandwich, cheddar cheese, on wheat bread",546.5,41.7,31.3,27.1
"Veggie burger, on bun with Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing and Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing with Cobb salad, no dressing",386.1,28.5,38.7,12.6
"Turkey ham, prepackaged or deli, luncheon meat with Quinoa, no added fat and Soup, bean, with meat",378.8,29.7,42.4,9.5
"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing with Club sandwich on white, with cheese with Peanuts, boiled",395.5,23.7,28.7,20.7
"Fish, tofu, and vegetables, tempura with Grilled cheese sandwich, NFS and Macaroni or pasta salad with chicken with Peanuts, boiled",749.9,23.5,51.1,50.6
"Burrito bowl, chicken with Hamburger (McDonalds) and Black bean salad",644.1,48.1,50.6,27.7
"Turkey or chicken burger, on white bun with Bread, pita",511.5,32.4,70.0,10.6
"Hamburger slider with Hamburger (McDonalds) with Grilled cheese sandwich, American cheese, on white bread",689.1,35.7,63.2,32.1
"Chicken breast, rotisserie, skin eaten with Cheeseburger (Burger King)",517.9,45.4,29.9,23.6
"Turkey sandwich wrap with Vegetable sandwich wrap and Spinach, creamed with BURGER KING, Cheeseburger",583.9,26.7,56.7,27.2
"Enchilada, chicken with Hamburger slider and Soup, bean, canned with Spinach salad, no dressing",567.7,33.9,45.8,27.3
"Soup, lentil, with meat with Sushi roll, California and Pea salad",420.6,12.8,40.2,23.2
"Soup, lentil, with meat with Cheeseburger, NFS and Macaroni or pasta salad with chicken with Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",680.9,37.8,55.8,33.5
"Fish, salmon, grilled with Quinoa, cooked and Cobb salad, no dressing",623.6,54.6,32.9,29.7
"WENDY'S, Ultimate Chicken Grill Sandwich with Flavored pasta and Spinach souffle with McDONALD'S, Cheeseburger",587.1,34.3,63.4,22.3
"Turkey, drumstick, roasted, skin not eaten with Rice, fried, with beef and Crab salad",706.3,61.5,45.5,30.8
"Burrito bowl, chicken, with beans with Pasta, vegetable, cooked and Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing with Egg, whole, cooked, hard-boiled",498.2,42.0,52.0,13.1
"Burrito bowl, chicken with Grilled cheese sandwich, cheddar cheese, on wheat bread and Cobb salad, no dressing",591.0,47.9,23.8,33.7
"Turkey sandwich on wheat with Grilled cheese sandwich, cheddar cheese, on white bread and Soup, bean",608.0,31.2,64.5,25.0
"Sushi roll tuna with Club sandwich on white, with cheese and Chicken salad sandwich on white with McDONALD'S, Cheeseburger",704.0,40.6,66.1,30.4
"Shrimp, fried with Sushi roll, vegetable and Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing with Cobb salad, no dressing",471.3,32.2,41.4,18.8
"Chickpeas, NFS with Chicken, meatless, breaded, fried and Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",521.8,40.4,40.5,22.3
"Chicken, meatless, breaded, fried with Club sandwich on wheat, with cheese and Crab salad made with imitation crab",641.5,40.5,32.2,38.9
"Macaroni or pasta salad with shrimp with Rice, fried, with chicken and Spinach souffle with Club sandwich on white, with cheese",697.5,29.3,75.9,30.5
"Fish, tofu, and vegetables, tempura with Macaroni or pasta salad with shrimp and Spinach, raw",592.2,19.4,44.9,37.0
"Ham croquette with Fish wrap sandwich and Macaroni or pasta salad with egg with Caesar salad, with romaine, no dressing",654.2,29.1,48.7,37.6
